Count,Name,Position X,Position Y,Position Z,Rotation
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,828.0000,1752.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,696.0000,2076.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,336.0000,1212.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,48.0000,1212.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,336.0000,1332.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,48.0000,1332.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2004.0000,2208.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2136.0000,2208.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2004.0000,2064.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2136.0000,2064.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2004.0000,2316.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2136.0000,2460.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,3936.0000,2928.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2136.0000,2316.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2004.0000,2460.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,1752.0000,-156.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,1848.0000,1272.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,516.0000,372.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,1752.0000,-72.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,1956.0000,1272.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2040.0000,1404.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2148.0000,1404.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2040.0000,1272.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,2148.0000,1272.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,756.0000,1524.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,924.0000,2424.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,924.0000,2304.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,1068.0000,2871.9960,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,924.0000,2544.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,924.0000,2184.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,924.0000,1824.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,924.0000,1704.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,924.0000,2064.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,924.0000,1944.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-C1_Symbol,2856.0000,3528.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-C1_Symbol,3000.0000,3528.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-C1_Symbol,2568.0000,3528.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-C1_Symbol,2712.0000,3528.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,708.0000,2976.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,708.0000,2664.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,1068.0000,2976.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,708.0000,2871.9960,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,708.0000,2768.0040,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,684.0000,1428.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,828.0000,1620.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,816.0000,2184.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,828.0000,1428.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,684.0000,1620.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,828.0000,1524.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,684.0000,1524.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,756.0000,1428.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,756.0000,1620.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,708.0000,2544.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,708.0000,2424.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,924.0000,1584.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,924.0000,1464.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,708.0000,2304.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,816.0000,2424.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,816.0000,2304.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,708.0000,2184.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,816.0000,2544.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,948.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,996.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,900.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,948.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,996.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1092.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1092.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1044.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1044.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,756.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,756.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,708.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,708.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,804.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,852.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,900.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,804.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,852.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,696.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,744.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,648.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,696.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,744.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,840.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,840.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,792.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,792.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1188.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1188.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1140.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1140.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1236.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,600.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,648.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1284.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,600.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,660.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR1_Symbol,1392.0000,324.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR1_Symbol,1392.0000,144.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR2_Symbol,1224.0000,204.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR2_Symbol,1224.0000,264.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR1_Symbol,1392.0000,204.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR2_Symbol,1272.0000,372.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR2_Symbol,684.0000,108.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR1_Symbol,1392.0000,264.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR2_Symbol,1236.0000,372.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-P2_Symbol,609.9240,33.7200,108.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR1_Symbol,636.0000,300.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-P2_Symbol,1029.9240,33.7200,108.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-P1_Symbol,521.8800,33.7200,168.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR1_Symbol,636.0000,120.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR2_Symbol,1224.0000,324.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR2_Symbol,1224.0000,144.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR1_Symbol,636.0000,180.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR1_Symbol,636.0000,240.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB1_Symbol,1152.0000,48.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB1_Symbol,1200.0000,48.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-R1_Symbol,552.0000,176.0040,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-R1_Symbol,552.0000,120.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB1_Symbol,1248.0000,48.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,612.9600,778.1400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,660.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VL_Symbol,1284.0840,21.2040,84.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,612.9600,822.9240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR2_Symbol,804.0000,108.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-R1_Symbol,492.0000,288.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR2_Symbol,864.0000,108.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-TR2_Symbol,744.0000,108.0000,132.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-R1_Symbol,492.0000,231.9960,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-R1_Symbol,552.0000,288.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-R1_Symbol,552.0000,231.9960,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-R1_Symbol,492.0000,176.0040,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-R1_Symbol,492.0000,120.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,888.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,192.0000,1332.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,192.0000,1212.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,192.0000,888.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,192.0000,948.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,192.0000,1092.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,888.0000,2871.9960,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,888.0000,2768.0040,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-C_Symbol,444.0000,1320.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,888.0000,2976.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,3924.0000,-96.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,3924.0000,-240.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-ZG_Symbol,3816.0000,3264.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-ZG_Symbol,3816.0000,3192.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,3708.0000,-96.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,3816.0000,-240.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,192.0000,1008.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,3708.0000,-240.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,3816.0000,-96.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,1440.0000,-96.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,1440.0000,-240.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,1524.0000,-96.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,1524.0000,-240.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,312.0000,696.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,84.0000,804.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,84.0000,696.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,204.0000,708.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,312.0000,804.0000,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,3336.0000,3162.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,3336.0000,3072.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,888.0000,2664.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,3336.0000,3252.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,4080.0000,3540.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,1356.0000,-96.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PB_Symbol,1356.0000,-240.0000,216.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,4080.0000,3444.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VF_Symbol,4080.0000,3348.0000,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1201.0680,2164.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1176.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1176.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1128.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1128.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1224.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1272.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1370.7120,2548.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1224.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1272.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,936.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,984.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,888.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,936.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,984.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1080.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1080.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1032.9600,1186.2240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1032.9600,1141.4400,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1370.7120,2260.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1201.0680,2260.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1370.7120,2308.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1201.0680,2308.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1370.7120,2212.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1201.0680,2116.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1370.7120,2164.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1201.0680,2212.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1370.7120,2116.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1201.0680,2500.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1370.7120,2452.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1201.0680,2548.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1370.7120,2500.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1201.0680,2452.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1370.7120,2356.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1201.0680,2356.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1370.7120,2404.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-PP-4_Symbol,1201.0680,2404.1880,120.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB1_Symbol,3011.2680,-287.9160,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VL_Symbol,2805.9960,-186.0000,84.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB_Symbol,3021.5040,-64.7160,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB1_Symbol,3011.2680,-221.1120,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VL_Symbol,2851.6680,-186.5880,84.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VL_Symbol,3066.9720,-168.7920,84.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-D_Symbol,1752.0000,-240.0000,144.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VL_Symbol,3056.8920,-263.1000,84.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-VL_Symbol,3066.9720,-123.7200,84.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB_Symbol,3176.0160,-168.3600,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB_Symbol,3176.0160,-222.2640,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB_Symbol,3176.0160,-64.7160,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB_Symbol,3176.0160,-116.7240,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB_Symbol,3176.0160,-287.1720,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB_Symbol,3094.7760,-139.1160,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB_Symbol,3094.7760,-64.7160,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB_Symbol,3094.7760,-287.9280,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-RB_Symbol,3094.7760,-213.5280,120.0000,0
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-D_Symbol,2520.0000,-240.0000,144.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-D_Symbol,2640.0000,-240.0000,144.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-D_Symbol,2232.0000,-324.0000,144.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-D_Symbol,2352.0000,-324.0000,144.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-D_Symbol,2760.0000,-240.0000,144.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-D_Symbol,2640.0000,-324.0000,144.0000,90
1,AGI32-IDcx4qny-Project_1-LUMINAIRE-D_Symbol,2760.0000,-324.0000,144.0000,90
